number,DateTime,Date,Site6,Site5,Site3,Site2
393,8/17/2019 15:00,8/17/2019,8.27,10.35,9.58,8.02
394,8/17/2019 15:15,8/17/2019,8.07,10.05,9.56,8.12
395,8/17/2019 15:30,8/17/2019,8.12,9.71,9.85,8.10
396,8/17/2019 15:45,8/17/2019,8.17,9.68,10.10,8.05
397,8/17/2019 16:00,8/17/2019,8.27,9.95,10.59,8.10
398,8/17/2019 16:15,8/17/2019,8.39,10.44,11.01,8.12
399,8/17/2019 16:30,8/17/2019,8.54,9.98,10.93,8.17
400,8/17/2019 16:45,8/17/2019,8.64,10.52,11.03,8.10
401,8/17/2019 17:00,8/17/2019,8.74,10.96,10.79,8.10
402,8/17/2019 17:15,8/17/2019,8.97,11.81,10.88,8.10
403,8/17/2019 17:30,8/17/2019,8.79,12.20,10.88,8.17
404,8/17/2019 17:45,8/17/2019,8.87,12.10,10.96,8.15
405,8/17/2019 18:00,8/17/2019,9.09,12.00,10.52,8.02
406,8/17/2019 18:15,8/17/2019,9.16,11.59,9.90,8.02
407,8/17/2019 18:30,8/17/2019,9.31,11.37,9.11,8.02
408,8/17/2019 18:45,8/17/2019,9.09,10.61,8.52,8.00
409,8/17/2019 19:00,8/17/2019,8.99,10.08,8.22,8.02
410,8/17/2019 19:15,8/17/2019,8.74,9.06,7.77,7.95
411,8/17/2019 19:30,8/17/2019,8.47,8.87,7.52,7.92
412,8/17/2019 19:45,8/17/2019,8.25,8.72,7.32,7.87
413,8/17/2019 20:00,8/17/2019,7.95,8.59,7.32,7.82
414,8/17/2019 20:15,8/17/2019,7.70,8.39,7.42,7.77
415,8/17/2019 20:30,8/17/2019,7.49,8.22,7.42,7.70
416,8/17/2019 20:45,8/17/2019,7.37,8.00,7.54,7.67
417,8/17/2019 21:00,8/17/2019,7.14,7.95,7.59,7.59
418,8/17/2019 21:15,8/17/2019,7.09,7.95,7.72,7.57
419,8/17/2019 21:30,8/17/2019,7.02,7.87,7.80,7.54
420,8/17/2019 21:45,8/17/2019,6.91,7.82,7.82,7.54
421,8/17/2019 22:00,8/17/2019,6.81,7.87,7.97,7.54
422,8/17/2019 22:15,8/17/2019,6.66,7.82,8.25,7.52
423,8/17/2019 22:30,8/17/2019,6.59,7.92,8.52,7.49
424,8/17/2019 22:45,8/17/2019,6.51,7.72,8.34,7.49
425,8/17/2019 23:00,8/17/2019,6.43,7.52,8.30,7.49
426,8/17/2019 23:15,8/17/2019,6.38,7.59,8.27,7.47
427,8/17/2019 23:30,8/17/2019,6.38,7.47,8.27,7.49
428,8/17/2019 23:45,8/17/2019,6.38,7.39,8.27,7.49
429,8/18/2019 0:00,8/18/2019,6.38,7.39,8.30,7.49
430,8/18/2019 0:15,8/18/2019,6.36,7.27,8.25,7.52
431,8/18/2019 0:30,8/18/2019,6.31,7.19,8.22,7.47
432,8/18/2019 0:45,8/18/2019,6.26,7.17,8.07,7.42
433,8/18/2019 1:00,8/18/2019,6.23,7.09,7.95,7.39
434,8/18/2019 1:15,8/18/2019,6.20,7.12,7.87,7.39
435,8/18/2019 1:30,8/18/2019,6.20,7.07,7.90,7.37
436,8/18/2019 1:45,8/18/2019,6.20,7.12,8.00,7.34
437,8/18/2019 2:00,8/18/2019,6.18,7.09,8.10,7.34
438,8/18/2019 2:15,8/18/2019,6.18,6.94,7.97,7.34
439,8/18/2019 2:30,8/18/2019,6.18,6.97,8.02,7.32
440,8/18/2019 2:45,8/18/2019,6.15,6.97,8.10,7.29
441,8/18/2019 3:00,8/18/2019,6.13,6.86,8.12,7.27
442,8/18/2019 3:15,8/18/2019,6.13,6.91,8.10,7.27
443,8/18/2019 3:30,8/18/2019,6.10,6.97,7.97,7.24
444,8/18/2019 3:45,8/18/2019,6.08,6.81,7.80,7.24
445,8/18/2019 4:00,8/18/2019,6.05,6.74,7.75,7.22
446,8/18/2019 4:15,8/18/2019,6.00,6.74,7.70,7.19
447,8/18/2019 4:30,8/18/2019,5.98,6.66,7.65,7.19
448,8/18/2019 4:45,8/18/2019,5.95,6.61,7.54,7.19
449,8/18/2019 5:00,8/18/2019,5.92,6.64,7.59,7.17
450,8/18/2019 5:15,8/18/2019,5.90,6.59,7.62,7.17
451,8/18/2019 5:30,8/18/2019,5.87,6.59,7.72,7.17
452,8/18/2019 5:45,8/18/2019,5.90,6.74,7.85,7.14
453,8/18/2019 6:00,8/18/2019,5.87,6.74,7.87,7.12
454,8/18/2019 6:15,8/18/2019,5.85,6.69,7.87,7.12
455,8/18/2019 6:30,8/18/2019,5.85,6.66,7.87,7.12
456,8/18/2019 6:45,8/18/2019,5.85,6.69,7.85,7.09
457,8/18/2019 7:00,8/18/2019,5.82,6.71,7.85,7.09
458,8/18/2019 7:15,8/18/2019,5.80,6.84,7.92,7.07
459,8/18/2019 7:30,8/18/2019,5.82,6.76,8.02,7.04
460,8/18/2019 7:45,8/18/2019,5.80,6.84,8.12,7.07
461,8/18/2019 8:00,8/18/2019,5.80,6.64,8.37,7.07
462,8/18/2019 8:15,8/18/2019,5.82,6.86,8.52,7.04
463,8/18/2019 8:30,8/18/2019,5.82,6.84,8.47,7.04
464,8/18/2019 8:45,8/18/2019,5.85,6.76,8.79,7.12
465,8/18/2019 9:00,8/18/2019,5.92,6.66,9.88,7.14
466,8/18/2019 9:15,8/18/2019,6.05,6.76,11.01,7.17
467,8/18/2019 9:30,8/18/2019,6.15,7.54,11.90,7.12
468,8/18/2019 9:45,8/18/2019,6.26,7.27,12.46,7.14
469,8/18/2019 10:00,8/18/2019,6.64,7.37,12.92,7.22
470,8/18/2019 10:15,8/18/2019,6.69,7.27,13.31,7.37
471,8/18/2019 10:30,8/18/2019,6.76,7.52,13.86,7.34
472,8/18/2019 10:45,8/18/2019,7.09,7.82,14.22,7.27
473,8/18/2019 11:00,8/18/2019,7.32,7.85,14.63,7.29
474,8/18/2019 11:15,8/18/2019,7.47,8.15,15.03,7.34
475,8/18/2019 11:30,8/18/2019,8.00,7.90,14.94,7.32
476,8/18/2019 11:45,8/18/2019,8.20,7.65,14.60,7.59
477,8/18/2019 12:00,8/18/2019,8.49,7.80,14.46,7.80
478,8/18/2019 12:15,8/18/2019,8.54,8.72,14.51,7.57
479,8/18/2019 12:30,8/18/2019,8.72,8.54,14.55,7.57
480,8/18/2019 12:45,8/18/2019,9.26,9.78,14.60,7.59
481,8/18/2019 13:00,8/18/2019,9.53,11.05,14.55,7.54
482,8/18/2019 13:15,8/18/2019,9.26,10.76,14.51,7.70
483,8/18/2019 13:30,8/18/2019,9.61,11.22,14.75,7.77
484,8/18/2019 13:45,8/18/2019,10.12,12.82,14.75,7.62
485,8/18/2019 14:00,8/18/2019,10.57,12.65,14.55,7.80
486,8/18/2019 14:15,8/18/2019,10.61,13.38,14.39,7.92
487,8/18/2019 14:30,8/18/2019,11.15,14.72,14.41,7.82
488,8/18/2019 14:45,8/18/2019,11.76,14.60,14.43,7.77
489,8/18/2019 15:00,8/18/2019,11.86,15.37,14.27,7.82
490,8/18/2019 15:15,8/18/2019,12.24,15.87,14.31,7.82
491,8/18/2019 15:30,8/18/2019,12.24,16.63,14.15,7.85
492,8/18/2019 15:45,8/18/2019,12.34,16.84,14.12,7.87
493,8/18/2019 16:00,8/18/2019,12.15,16.84,14.03,8.02
494,8/18/2019 16:15,8/18/2019,11.98,17.42,13.88,8.02
495,8/18/2019 16:30,8/18/2019,12.46,17.46,13.81,8.05
496,8/18/2019 16:45,8/18/2019,12.51,17.32,13.69,8.30
497,8/18/2019 17:00,8/18/2019,12.73,17.23,13.59,8.47
498,8/18/2019 17:15,8/18/2019,13.28,17.68,13.64,8.22
499,8/18/2019 17:30,8/18/2019,13.23,17.84,13.57,8.27
500,8/18/2019 17:45,8/18/2019,12.73,17.32,13.26,8.54
501,8/18/2019 18:00,8/18/2019,12.65,17.32,13.21,8.67
502,8/18/2019 18:15,8/18/2019,12.46,17.53,13.14,8.62
503,8/18/2019 18:30,8/18/2019,12.82,17.37,13.04,8.74
504,8/18/2019 18:45,8/18/2019,12.63,17.30,12.94,8.87
505,8/18/2019 19:00,8/18/2019,12.61,16.92,12.73,8.94
506,8/18/2019 19:15,8/18/2019,12.70,17.03,12.65,8.84
507,8/18/2019 19:30,8/18/2019,12.63,16.75,12.44,8.94
508,8/18/2019 19:45,8/18/2019,12.58,16.30,12.32,9.19
509,8/18/2019 20:00,8/18/2019,12.53,15.84,12.12,9.14
510,8/18/2019 20:15,8/18/2019,12.70,15.68,11.90,8.99
511,8/18/2019 20:30,8/18/2019,12.58,15.46,11.71,9.02
512,8/18/2019 20:45,8/18/2019,12.61,15.37,11.52,9.04
513,8/18/2019 21:00,8/18/2019,12.41,14.98,11.35,9.04
514,8/18/2019 21:15,8/18/2019,12.36,14.84,11.20,8.99
515,8/18/2019 21:30,8/18/2019,12.36,14.77,11.08,9.06
516,8/18/2019 21:45,8/18/2019,12.29,14.53,10.93,9.09
517,8/18/2019 22:00,8/18/2019,12.22,14.29,10.79,9.16
518,8/18/2019 22:15,8/18/2019,12.20,13.95,10.64,9.29
519,8/18/2019 22:30,8/18/2019,12.10,13.81,10.54,9.26
520,8/18/2019 22:45,8/18/2019,12.07,13.59,10.42,9.29
521,8/18/2019 23:00,8/18/2019,11.98,13.35,10.35,9.29
522,8/18/2019 23:15,8/18/2019,11.93,13.11,10.25,9.36
523,8/18/2019 23:30,8/18/2019,11.88,12.78,10.15,9.46
524,8/18/2019 23:45,8/18/2019,11.81,12.41,10.05,9.53
525,8/19/2019 0:00,8/19/2019,11.73,12.15,9.93,9.56
526,8/19/2019 0:15,8/19/2019,11.69,11.98,9.83,9.56
527,8/19/2019 0:30,8/19/2019,11.64,11.86,9.76,9.51
528,8/19/2019 0:45,8/19/2019,11.54,11.71,9.66,9.46
529,8/19/2019 1:00,8/19/2019,11.49,11.52,9.56,9.46
530,8/19/2019 1:15,8/19/2019,11.35,11.37,9.49,9.49
531,8/19/2019 1:30,8/19/2019,11.30,11.18,9.41,9.49
532,8/19/2019 1:45,8/19/2019,11.27,11.03,9.39,9.53
533,8/19/2019 2:00,8/19/2019,11.18,10.98,9.41,9.46
534,8/19/2019 2:15,8/19/2019,11.08,10.69,9.39,9.51
535,8/19/2019 2:30,8/19/2019,11.01,10.54,9.34,9.58
536,8/19/2019 2:45,8/19/2019,10.93,10.37,9.26,9.53
537,8/19/2019 3:00,8/19/2019,10.88,10.27,9.19,9.56
538,8/19/2019 3:15,8/19/2019,10.81,10.15,9.14,9.46
539,8/19/2019 3:30,8/19/2019,10.74,10.05,9.14,9.44
540,8/19/2019 3:45,8/19/2019,10.66,10.00,9.06,9.39
541,8/19/2019 4:00,8/19/2019,10.61,9.83,8.89,9.39
542,8/19/2019 4:15,8/19/2019,10.54,9.71,8.82,9.44
543,8/19/2019 4:30,8/19/2019,10.47,9.58,8.72,9.46
544,8/19/2019 4:45,8/19/2019,10.39,9.39,8.62,9.44
545,8/19/2019 5:00,8/19/2019,10.35,9.06,8.54,9.49
546,8/19/2019 5:15,8/19/2019,10.25,8.79,8.49,9.51
547,8/19/2019 5:30,8/19/2019,10.17,8.57,8.44,9.51
548,8/19/2019 5:45,8/19/2019,10.10,8.37,8.39,9.49
549,8/19/2019 6:00,8/19/2019,10.03,8.10,8.34,9.49
550,8/19/2019 6:15,8/19/2019,9.95,7.85,8.30,9.49
551,8/19/2019 6:30,8/19/2019,9.85,7.62,8.25,9.46
552,8/19/2019 6:45,8/19/2019,9.78,7.49,8.22,9.44
553,8/19/2019 7:00,8/19/2019,9.73,7.32,8.20,9.36
554,8/19/2019 7:15,8/19/2019,9.68,7.17,8.15,9.31
555,8/19/2019 7:30,8/19/2019,9.58,7.02,8.12,9.29
556,8/19/2019 7:45,8/19/2019,9.51,6.89,8.10,9.26
557,8/19/2019 8:00,8/19/2019,9.44,6.79,8.07,9.26
558,8/19/2019 8:15,8/19/2019,9.36,6.76,8.07,9.21
559,8/19/2019 8:30,8/19/2019,9.31,6.59,8.07,9.19
560,8/19/2019 8:45,8/19/2019,9.26,6.64,8.32,9.19
561,8/19/2019 9:00,8/19/2019,9.26,6.69,9.71,9.29
562,8/19/2019 9:15,8/19/2019,9.29,6.64,10.93,9.36
563,8/19/2019 9:30,8/19/2019,9.29,6.71,11.93,9.41
564,8/19/2019 9:45,8/19/2019,9.34,6.71,12.39,9.51
565,8/19/2019 10:00,8/19/2019,9.36,6.84,13.19,9.39
566,8/19/2019 10:15,8/19/2019,9.46,7.27,14.31,9.34
567,8/19/2019 10:30,8/19/2019,9.61,7.67,14.91,9.14
568,8/19/2019 10:45,8/19/2019,9.85,8.57,15.51,9.11
569,8/19/2019 11:00,8/19/2019,10.22,8.72,15.99,8.99
570,8/19/2019 11:15,8/19/2019,10.39,8.47,16.32,9.06
571,8/19/2019 11:30,8/19/2019,10.30,8.79,16.37,9.09
572,8/19/2019 11:45,8/19/2019,10.54,9.14,16.01,9.02
573,8/19/2019 12:00,8/19/2019,10.57,9.24,15.61,8.99
574,8/19/2019 12:15,8/19/2019,10.57,8.89,15.39,8.99
575,8/19/2019 12:30,8/19/2019,10.93,9.39,15.51,8.97
576,8/19/2019 12:45,8/19/2019,11.18,9.41,15.70,9.02
577,8/19/2019 13:00,8/19/2019,11.27,9.61,15.22,9.09
578,8/19/2019 13:15,8/19/2019,11.78,10.61,15.20,9.06
579,8/19/2019 13:30,8/19/2019,11.86,10.96,15.29,8.97
580,8/19/2019 13:45,8/19/2019,12.29,11.83,15.58,8.94
581,8/19/2019 14:00,8/19/2019,12.68,12.20,15.46,8.92
582,8/19/2019 14:15,8/19/2019,12.53,11.83,15.32,9.31
583,8/19/2019 14:30,8/19/2019,12.32,12.44,14.98,9.26
584,8/19/2019 14:45,8/19/2019,12.90,12.99,15.01,8.99
585,8/19/2019 15:00,8/19/2019,13.09,13.04,14.75,8.99
586,8/19/2019 15:15,8/19/2019,13.50,14.17,14.82,8.92
587,8/19/2019 15:30,8/19/2019,13.40,13.74,14.60,8.94
588,8/19/2019 15:45,8/19/2019,13.67,14.05,14.70,8.97
589,8/19/2019 16:00,8/19/2019,13.71,14.79,14.36,8.99
590,8/19/2019 16:15,8/19/2019,13.81,15.51,14.05,9.06
591,8/19/2019 16:30,8/19/2019,14.10,16.08,14.00,8.99
592,8/19/2019 16:45,8/19/2019,13.88,15.15,14.19,9.41
593,8/19/2019 17:00,8/19/2019,14.31,15.61,14.22,9.34
594,8/19/2019 17:15,8/19/2019,14.43,16.37,14.03,9.14
595,8/19/2019 17:30,8/19/2019,14.60,16.25,13.74,9.19
596,8/19/2019 17:45,8/19/2019,14.72,15.39,13.95,9.26
597,8/19/2019 18:00,8/19/2019,14.55,15.18,13.64,9.26
598,8/19/2019 18:15,8/19/2019,15.08,16.23,13.55,9.19
599,8/19/2019 18:30,8/19/2019,15.37,16.51,13.50,9.11
600,8/19/2019 18:45,8/19/2019,15.37,16.01,13.33,9.11
601,8/19/2019 19:00,8/19/2019,15.32,15.80,13.26,9.16
602,8/19/2019 19:15,8/19/2019,15.44,16.53,13.06,9.14
603,8/19/2019 19:30,8/19/2019,15.41,16.42,12.75,9.16
604,8/19/2019 19:45,8/19/2019,15.25,16.25,12.53,9.21
605,8/19/2019 20:00,8/19/2019,15.32,16.06,12.32,9.26
606,8/19/2019 20:15,8/19/2019,15.32,15.92,12.10,9.29
607,8/19/2019 20:30,8/19/2019,15.37,15.72,11.90,9.31
608,8/19/2019 20:45,8/19/2019,15.22,15.63,11.73,9.36
609,8/19/2019 21:00,8/19/2019,15.08,15.20,11.54,9.41
610,8/19/2019 21:15,8/19/2019,14.89,15.06,11.39,9.46
611,8/19/2019 21:30,8/19/2019,14.86,14.89,11.25,9.49
612,8/19/2019 21:45,8/19/2019,14.89,14.53,11.10,9.61
613,8/19/2019 22:00,8/19/2019,14.82,14.15,10.96,9.71
614,8/19/2019 22:15,8/19/2019,14.79,13.86,10.83,9.71
615,8/19/2019 22:30,8/19/2019,14.75,13.67,10.69,9.81
616,8/19/2019 22:45,8/19/2019,14.70,13.35,10.57,9.88
617,8/19/2019 23:00,8/19/2019,14.63,13.02,10.44,9.88
618,8/19/2019 23:15,8/19/2019,14.55,12.80,10.37,9.88
619,8/19/2019 23:30,8/19/2019,14.46,12.56,10.30,9.88
620,8/19/2019 23:45,8/19/2019,14.36,12.39,10.20,9.88
621,8/20/2019 0:00,8/20/2019,14.27,12.22,10.12,9.90
622,8/20/2019 0:15,8/20/2019,14.17,11.93,10.05,9.93
623,8/20/2019 0:30,8/20/2019,14.07,11.69,9.98,9.95
624,8/20/2019 0:45,8/20/2019,13.93,11.37,9.90,9.98
625,8/20/2019 1:00,8/20/2019,13.83,11.10,9.85,10.05
626,8/20/2019 1:15,8/20/2019,13.74,10.91,9.76,10.08
627,8/20/2019 1:30,8/20/2019,13.64,10.69,9.68,10.12
628,8/20/2019 1:45,8/20/2019,13.55,10.42,9.61,10.17
629,8/20/2019 2:00,8/20/2019,13.43,10.27,9.58,10.20
630,8/20/2019 2:15,8/20/2019,13.33,10.12,9.51,10.22
631,8/20/2019 2:30,8/20/2019,13.23,9.95,9.46,10.22
632,8/20/2019 2:45,8/20/2019,13.14,9.78,9.41,10.22
633,8/20/2019 3:00,8/20/2019,13.06,9.61,9.34,10.25
634,8/20/2019 3:15,8/20/2019,12.97,9.36,9.26,10.25
635,8/20/2019 3:30,8/20/2019,12.87,9.16,9.21,10.20
636,8/20/2019 3:45,8/20/2019,12.80,9.06,9.16,10.17
637,8/20/2019 4:00,8/20/2019,12.70,8.94,9.11,10.15
638,8/20/2019 4:15,8/20/2019,12.61,8.84,9.04,10.12
639,8/20/2019 4:30,8/20/2019,12.51,8.67,8.97,10.15
640,8/20/2019 4:45,8/20/2019,12.44,8.54,8.89,10.12
641,8/20/2019 5:00,8/20/2019,12.32,8.39,8.82,10.10
642,8/20/2019 5:15,8/20/2019,12.24,8.22,8.77,10.10
643,8/20/2019 5:30,8/20/2019,12.17,8.05,8.72,10.10
644,8/20/2019 5:45,8/20/2019,12.10,7.90,8.67,10.05
645,8/20/2019 6:00,8/20/2019,12.03,7.77,8.62,10.05
646,8/20/2019 6:15,8/20/2019,11.93,7.65,8.57,10.03
647,8/20/2019 6:30,8/20/2019,11.86,7.49,8.54,10.00
648,8/20/2019 6:45,8/20/2019,11.78,7.37,8.52,9.95
649,8/20/2019 7:00,8/20/2019,11.73,7.29,8.49,9.93
650,8/20/2019 7:15,8/20/2019,11.64,7.22,8.49,9.90
651,8/20/2019 7:30,8/20/2019,11.57,7.09,8.49,9.93
652,8/20/2019 7:45,8/20/2019,11.52,6.97,8.47,9.93
653,8/20/2019 8:00,8/20/2019,11.47,6.89,8.47,9.90
654,8/20/2019 8:15,8/20/2019,11.39,6.91,8.47,9.88
655,8/20/2019 8:30,8/20/2019,11.32,7.12,8.49,9.85
656,8/20/2019 8:45,8/20/2019,11.27,7.12,8.64,9.90
657,8/20/2019 9:00,8/20/2019,11.22,7.17,10.05,10.00
658,8/20/2019 9:15,8/20/2019,11.22,7.19,11.61,10.12
659,8/20/2019 9:30,8/20/2019,11.25,6.94,12.36,10.20
660,8/20/2019 9:45,8/20/2019,11.25,7.07,12.94,10.20
661,8/20/2019 10:00,8/20/2019,11.27,7.14,13.67,10.25
662,8/20/2019 10:15,8/20/2019,11.27,7.32,14.07,10.20
663,8/20/2019 10:30,8/20/2019,11.37,7.44,14.63,10.05
664,8/20/2019 10:45,8/20/2019,11.52,7.87,15.13,10.08
665,8/20/2019 11:00,8/20/2019,11.71,8.34,16.15,9.95
666,8/20/2019 11:15,8/20/2019,12.17,8.34,16.80,9.78
667,8/20/2019 11:30,8/20/2019,12.10,9.36,16.68,9.73
668,8/20/2019 11:45,8/20/2019,12.41,10.54,15.80,9.61
669,8/20/2019 12:00,8/20/2019,12.53,10.52,15.96,9.68
670,8/20/2019 12:15,8/20/2019,12.36,9.78,16.18,9.88
671,8/20/2019 12:30,8/20/2019,12.82,11.08,16.32,9.85
672,8/20/2019 12:45,8/20/2019,12.87,11.03,16.61,9.78
673,8/20/2019 13:00,8/20/2019,13.28,12.63,16.56,9.66
674,8/20/2019 13:15,8/20/2019,13.93,13.91,16.03,9.53
675,8/20/2019 13:30,8/20/2019,14.27,14.36,15.96,9.51
676,8/20/2019 13:45,8/20/2019,14.00,13.71,15.92,9.58
677,8/20/2019 14:00,8/20/2019,13.86,14.36,15.68,9.61
678,8/20/2019 14:15,8/20/2019,14.19,14.58,15.56,9.61
679,8/20/2019 14:30,8/20/2019,14.31,14.48,15.46,9.61
680,8/20/2019 14:45,8/20/2019,14.41,14.67,15.41,9.63
681,8/20/2019 15:00,8/20/2019,14.60,14.31,15.15,9.63
682,8/20/2019 15:15,8/20/2019,14.43,14.79,14.94,9.66
683,8/20/2019 15:30,8/20/2019,14.43,14.86,14.77,9.66
684,8/20/2019 15:45,8/20/2019,14.27,15.53,14.65,9.66
685,8/20/2019 16:00,8/20/2019,14.77,16.03,14.55,9.63
686,8/20/2019 16:15,8/20/2019,15.01,16.49,14.53,9.61
687,8/20/2019 16:30,8/20/2019,15.15,16.30,14.39,9.61
688,8/20/2019 16:45,8/20/2019,15.13,17.03,14.19,9.58
689,8/20/2019 17:00,8/20/2019,15.10,17.51,14.03,9.58
690,8/20/2019 17:15,8/20/2019,15.34,17.08,13.93,9.58
691,8/20/2019 17:30,8/20/2019,15.37,16.51,13.83,9.63
692,8/20/2019 17:45,8/20/2019,15.75,17.25,13.76,9.61
693,8/20/2019 18:00,8/20/2019,15.68,17.34,13.67,9.63
694,8/20/2019 18:15,8/20/2019,15.70,17.18,13.64,9.66
695,8/20/2019 18:30,8/20/2019,15.51,16.34,13.55,9.90
696,8/20/2019 18:45,8/20/2019,15.32,15.39,13.45,10.59
697,8/20/2019 19:00,8/20/2019,15.44,14.60,13.76,10.69
698,8/20/2019 19:15,8/20/2019,15.22,14.10,13.62,10.98
699,8/20/2019 19:30,8/20/2019,14.96,13.59,13.50,11.44
700,8/20/2019 19:45,8/20/2019,14.77,13.06,13.38,11.66
701,8/20/2019 20:00,8/20/2019,14.63,12.20,13.28,11.93
702,8/20/2019 20:15,8/20/2019,14.51,11.54,13.21,12.20
703,8/20/2019 20:30,8/20/2019,14.63,10.88,13.11,12.29
704,8/20/2019 20:45,8/20/2019,14.60,10.08,12.94,12.32
705,8/20/2019 21:00,8/20/2019,14.60,9.71,12.82,12.32
706,8/20/2019 21:15,8/20/2019,14.63,9.56,12.63,12.27
707,8/20/2019 21:30,8/20/2019,14.55,9.31,12.49,12.32
708,8/20/2019 21:45,8/20/2019,14.53,9.14,12.36,12.29
709,8/20/2019 22:00,8/20/2019,14.43,8.89,12.32,12.32
710,8/20/2019 22:15,8/20/2019,14.31,8.52,12.22,12.32
711,8/20/2019 22:30,8/20/2019,14.29,8.47,12.12,12.22
712,8/20/2019 22:45,8/20/2019,14.10,8.27,12.00,12.22
713,8/20/2019 23:00,8/20/2019,14.15,8.12,11.90,12.07
714,8/20/2019 23:15,8/20/2019,14.10,7.92,11.73,12.03
715,8/20/2019 23:30,8/20/2019,14.07,7.77,11.61,11.93
716,8/20/2019 23:45,8/20/2019,14.03,7.67,11.54,11.88
717,8/21/2019 0:00,8/21/2019,13.95,7.59,11.44,11.76
718,8/21/2019 0:15,8/21/2019,13.91,7.62,11.35,11.73
719,8/21/2019 0:30,8/21/2019,13.83,7.52,11.25,11.73
720,8/21/2019 0:45,8/21/2019,13.79,7.65,11.13,11.66
721,8/21/2019 1:00,8/21/2019,13.69,7.77,11.03,11.57
722,8/21/2019 1:15,8/21/2019,13.62,7.57,10.96,11.54
723,8/21/2019 1:30,8/21/2019,13.52,7.44,10.83,11.52
724,8/21/2019 1:45,8/21/2019,13.45,7.27,10.71,11.49
725,8/21/2019 2:00,8/21/2019,13.33,7.22,10.59,11.47
726,8/21/2019 2:15,8/21/2019,13.26,7.24,10.49,11.37
727,8/21/2019 2:30,8/21/2019,13.16,7.42,10.39,11.30
728,8/21/2019 2:45,8/21/2019,13.09,7.34,10.30,11.25
729,8/21/2019 3:00,8/21/2019,13.02,7.24,10.20,11.25
730,8/21/2019 3:15,8/21/2019,12.92,7.19,10.10,11.18
731,8/21/2019 3:30,8/21/2019,12.82,7.24,10.00,11.10
732,8/21/2019 3:45,8/21/2019,12.73,7.14,9.90,11.05
733,8/21/2019 4:00,8/21/2019,12.65,7.12,9.81,11.03
734,8/21/2019 4:15,8/21/2019,12.58,6.97,9.76,11.01
735,8/21/2019 4:30,8/21/2019,12.51,6.86,9.66,10.96
736,8/21/2019 4:45,8/21/2019,12.44,6.76,9.61,10.93
737,8/21/2019 5:00,8/21/2019,12.39,6.71,9.56,10.88
738,8/21/2019 5:15,8/21/2019,12.29,6.84,9.51,10.81
739,8/21/2019 5:30,8/21/2019,12.24,6.71,9.49,10.79
740,8/21/2019 5:45,8/21/2019,12.17,6.64,9.41,10.74
741,8/21/2019 6:00,8/21/2019,12.10,6.61,9.34,10.69
742,8/21/2019 6:15,8/21/2019,12.03,6.56,9.29,10.64
743,8/21/2019 6:30,8/21/2019,11.95,6.64,9.26,10.61
744,8/21/2019 6:45,8/21/2019,11.88,6.54,9.21,10.59
745,8/21/2019 7:00,8/21/2019,11.86,6.48,9.21,10.57
746,8/21/2019 7:15,8/21/2019,11.81,6.46,9.19,10.54
747,8/21/2019 7:30,8/21/2019,11.71,6.43,9.14,10.47
748,8/21/2019 7:45,8/21/2019,11.64,6.41,9.09,10.44
749,8/21/2019 8:00,8/21/2019,11.57,6.38,9.06,10.44
750,8/21/2019 8:15,8/21/2019,11.54,6.33,9.04,10.42
751,8/21/2019 8:30,8/21/2019,11.47,6.36,9.04,10.39
752,8/21/2019 8:45,8/21/2019,11.42,6.41,9.11,10.37
753,8/21/2019 9:00,8/21/2019,11.39,6.41,10.44,10.47
754,8/21/2019 9:15,8/21/2019,11.39,6.46,11.83,10.61
755,8/21/2019 9:30,8/21/2019,11.42,6.56,12.58,10.76
756,8/21/2019 9:45,8/21/2019,11.47,6.54,13.19,10.81
757,8/21/2019 10:00,8/21/2019,11.47,6.69,14.05,10.71
758,8/21/2019 10:15,8/21/2019,11.52,6.89,14.75,10.66
759,8/21/2019 10:30,8/21/2019,11.54,6.97,15.22,10.66
760,8/21/2019 10:45,8/21/2019,11.64,7.09,15.18,10.71
761,8/21/2019 11:00,8/21/2019,11.81,7.52,15.65,10.52
762,8/21/2019 11:15,8/21/2019,11.95,8.82,15.44,10.37
763,8/21/2019 11:30,8/21/2019,12.00,8.77,15.18,10.32
764,8/21/2019 11:45,8/21/2019,12.10,8.17,15.63,10.52
765,8/21/2019 12:00,8/21/2019,12.24,8.34,15.89,10.42
766,8/21/2019 12:15,8/21/2019,12.80,10.42,15.56,10.22
767,8/21/2019 12:30,8/21/2019,12.99,10.79,15.61,10.12
768,8/21/2019 12:45,8/21/2019,13.28,11.73,15.44,10.05
769,8/21/2019 13:00,8/21/2019,13.50,12.12,15.49,10.00
770,8/21/2019 13:15,8/21/2019,13.64,11.57,15.44,10.17
771,8/21/2019 13:30,8/21/2019,13.28,10.49,15.46,10.20
772,8/21/2019 13:45,8/21/2019,13.67,12.41,15.27,10.08
773,8/21/2019 14:00,8/21/2019,14.15,13.50,15.15,9.95
774,8/21/2019 14:15,8/21/2019,14.27,13.76,15.22,9.95
775,8/21/2019 14:30,8/21/2019,14.29,14.22,15.20,10.03
776,8/21/2019 14:45,8/21/2019,14.55,14.89,15.10,9.95
777,8/21/2019 15:00,8/21/2019,14.63,15.27,15.20,9.95
778,8/21/2019 15:15,8/21/2019,14.77,15.56,14.89,9.95
779,8/21/2019 15:30,8/21/2019,14.53,15.68,14.72,10.32
780,8/21/2019 15:45,8/21/2019,14.79,16.56,14.75,10.15
