number,DateTime,Date,Site6,Site5,Site3,Site2
34846,8/10/2020 12:15,8/10/2020,13.50,13.04,16.25,10.35
34847,8/10/2020 12:30,8/10/2020,13.55,13.21,16.32,10.39
34848,8/10/2020 12:45,8/10/2020,13.74,13.26,16.30,10.54
34849,8/10/2020 13:00,8/10/2020,14.17,13.74,16.30,10.44
34850,8/10/2020 13:15,8/10/2020,14.12,13.83,16.32,10.49
34851,8/10/2020 13:30,8/10/2020,14.39,14.51,16.53,10.61
34852,8/10/2020 13:45,8/10/2020,14.31,14.58,16.65,10.59
34853,8/10/2020 14:00,8/10/2020,14.43,15.84,16.82,10.54
34854,8/10/2020 14:15,8/10/2020,14.75,15.70,16.46,10.64
34855,8/10/2020 14:30,8/10/2020,14.75,15.84,16.13,10.83
34856,8/10/2020 14:45,8/10/2020,15.01,15.80,15.94,10.81
34857,8/10/2020 15:00,8/10/2020,14.96,15.99,15.94,10.76
34858,8/10/2020 15:15,8/10/2020,15.20,16.18,15.80,10.76
34859,8/10/2020 15:30,8/10/2020,15.34,16.32,15.68,10.69
34860,8/10/2020 15:45,8/10/2020,15.22,16.15,15.53,10.88
34861,8/10/2020 16:00,8/10/2020,15.13,16.18,15.70,10.83
34862,8/10/2020 16:15,8/10/2020,15.06,15.87,15.44,11.15
34863,8/10/2020 16:30,8/10/2020,15.01,15.27,15.27,11.47
34864,8/10/2020 16:45,8/10/2020,14.94,15.29,15.13,11.47
34865,8/10/2020 17:00,8/10/2020,15.01,15.44,15.03,11.37
34866,8/10/2020 17:15,8/10/2020,15.20,15.61,14.98,11.27
34867,8/10/2020 17:30,8/10/2020,15.18,15.84,14.89,11.32
34868,8/10/2020 17:45,8/10/2020,15.25,15.51,14.82,11.42
34869,8/10/2020 18:00,8/10/2020,15.34,15.75,14.86,11.54
34870,8/10/2020 18:15,8/10/2020,15.22,16.27,14.79,11.57
34871,8/10/2020 18:30,8/10/2020,15.29,16.37,14.77,11.59
34872,8/10/2020 18:45,8/10/2020,15.29,16.20,14.72,11.57
34873,8/10/2020 19:00,8/10/2020,15.32,16.27,14.63,11.52
34874,8/10/2020 19:15,8/10/2020,15.15,16.27,14.60,11.86
34875,8/10/2020 19:30,8/10/2020,15.06,16.06,14.67,11.83
34876,8/10/2020 19:45,8/10/2020,15.18,16.13,14.75,11.66
34877,8/10/2020 20:00,8/10/2020,15.15,16.03,14.55,11.59
34878,8/10/2020 20:15,8/10/2020,15.08,16.08,14.34,11.54
34879,8/10/2020 20:30,8/10/2020,15.13,15.84,14.19,11.52
34880,8/10/2020 20:45,8/10/2020,15.10,15.77,14.12,11.52
34881,8/10/2020 21:00,8/10/2020,15.06,15.65,13.93,11.52
34882,8/10/2020 21:15,8/10/2020,14.98,15.51,13.83,11.59
34883,8/10/2020 21:30,8/10/2020,14.96,15.44,13.69,11.59
34884,8/10/2020 21:45,8/10/2020,14.96,15.32,13.59,11.57
34885,8/10/2020 22:00,8/10/2020,14.96,15.22,13.52,11.61
34886,8/10/2020 22:15,8/10/2020,14.96,15.15,13.35,11.57
34887,8/10/2020 22:30,8/10/2020,14.91,15.06,13.28,11.52
34888,8/10/2020 22:45,8/10/2020,14.91,14.91,13.19,11.52
34889,8/10/2020 23:00,8/10/2020,14.89,14.82,13.04,11.52
34890,8/10/2020 23:15,8/10/2020,14.86,14.75,12.90,11.52
34891,8/10/2020 23:30,8/10/2020,14.86,14.63,12.78,11.54
34892,8/10/2020 23:45,8/10/2020,14.84,14.51,12.63,11.57
34893,8/11/2020 0:00,8/11/2020,14.79,14.39,12.51,11.54
34894,8/11/2020 0:15,8/11/2020,14.77,14.17,12.39,11.76
34895,8/11/2020 0:30,8/11/2020,14.75,13.91,12.27,11.88
34896,8/11/2020 0:45,8/11/2020,14.70,13.69,12.15,11.93
34897,8/11/2020 1:00,8/11/2020,14.65,13.45,12.03,11.88
34898,8/11/2020 1:15,8/11/2020,14.58,13.28,11.90,11.81
34899,8/11/2020 1:30,8/11/2020,14.55,13.14,11.81,11.73
34900,8/11/2020 1:45,8/11/2020,14.51,13.02,11.71,11.71
34901,8/11/2020 2:00,8/11/2020,14.43,12.82,11.59,11.73
34902,8/11/2020 2:15,8/11/2020,14.39,12.65,11.47,11.73
34903,8/11/2020 2:30,8/11/2020,14.31,12.46,11.39,11.78
34904,8/11/2020 2:45,8/11/2020,14.24,12.15,11.35,11.86
34905,8/11/2020 3:00,8/11/2020,14.19,11.95,11.30,11.83
34906,8/11/2020 3:15,8/11/2020,14.12,11.83,11.27,11.76
34907,8/11/2020 3:30,8/11/2020,14.07,11.73,11.22,11.69
34908,8/11/2020 3:45,8/11/2020,14.00,11.64,11.18,11.64
34909,8/11/2020 4:00,8/11/2020,13.95,11.64,11.08,11.52
34910,8/11/2020 4:15,8/11/2020,13.83,11.57,11.01,11.47
34911,8/11/2020 4:30,8/11/2020,13.79,11.47,10.96,11.42
